"site","mean_comp_B","sd_comp_B","count_comp","count_comp_presnt","mean_cons_B","sd_cons_B","mean_DD_B","sd_DD_B","cons_present","network_ID","site_designation","site_status","Island","Side","pred_B_3root","prey_B_3root","DD_B_3root"
"SCI_SCORPION_W",-0.000845620510579514,0.455495091004204,2,2,-0.2215844210792,0.104541078999883,0.0877148235991673,0.655182985555739,TRUE,15,"SMR","MPA","SCI","North",-0.605126828205879,-0.0945638552243152,0.444315023436505
"SCI_SCORPION_W",-0.208287713480185,1.22167110269027,5,3,1.4387887185258,3.34763532969165,-5.38166874599373,8.1644908584753,TRUE,46,"SMR","MPA","SCI","North",1.12892651819554,-0.592772276936168,-1.75242317333096
"SCI_SCORPION_W",-0.195439721542685,1.23149005838625,5,3,1.95555739358855,2.60753389441752,-4.03981995107016,5.89409402999847,TRUE,23,"SMR","MPA","SCI","North",1.25051869536655,-0.58032455234537,-1.59265118798969
"SCI_SCORPION_W",0,0,2,0,0,0,0.626026968075274,0.647740291954203,TRUE,36,"SMR","MPA","SCI","North",0,0,0.855456007936821
"SCI_SCORPION_W",0.072010905254433,0.168188183555921,4,2,-1.5503025410854,1.80355523968152,-3.56324288755509,4.41791437010588,TRUE,37,"SMR","MPA","SCI","North",-1.15736981895424,0.416037767108698,-1.52738483975403
"SCI_SCORPION_W",-5.813895508769,9.08980174112913,3,2,0.271094740794634,12.6579864193683,-33.378379405618,28.282789662497,TRUE,22,"SMR","MPA","SCI","North",0.647202765177506,-1.7981354673094,-3.21974701295509
"SCI_SCORPION_W",0,0,3,1,0.0831256256287347,0.143977806999918,0.52669540530357,0.710734093501317,TRUE,18,"SMR","MPA","SCI","North",0.436427031656231,0,0.807581775781405
"SCI_SCORPION_W",-1.85990257744088,4.01198780886899,4,3,0.12321791762202,0.855998003238862,-10.0353793391577,16.9636937641227,TRUE,16,"SMR","MPA","SCI","North",0.497612508072601,-1.22978747455968,-2.15697244875953
"SCI_SCORPION_W",-0.188410500392538,1.4934021453943,25,13,-0.493280008450842,1.9471302352828,-2.8778545315301,5.53611222942323,TRUE,27,"SMR","MPA","SCI","North",-0.790128702233297,-0.573282081478568,-1.42240393762075
"SCI_SCORPION_W",0,0,4,1,-0.221815031178592,0.443630062357184,-2.8612213952159,5.42618752555339,TRUE,30,"SMR","MPA","SCI","North",-0.605336680466631,0,-1.41965828503263
